interval,timestamp,mg1.x,mg1.y,mg1.z
13.0,77130883.19999999,2620.9916300205614,-101399.10555870683,270733.9735708091
13.0,77130883.24999999,-5759.107253824666,-99466.14097412648,269614.52588719345
13.0,77130883.29999998,-3963.552285198487,-100738.58772524407,271357.86231244996
13.0,77130883.34999998,98.95176435836225,-100491.98556935453,270081.406525955
13.0,77130883.39999998,-6227.945771988934,-99627.47673249176,270084.6493016359
13.0,77130883.44999997,-686.9257124879673,-101622.55381317917,271975.1202074916
13.0,77130883.49999997,-4536.484959924128,-99058.40249383292,268084.10981311416
13.0,77130883.54999997,-3243.8100324045845,-102369.68635144345,272934.76469015225
13.0,77130883.59999996,-2393.0066858782516,-99983.23588327844,268157.0135415457
13.0,77130883.64999996,-4524.196958199613,-101881.29659194914,271372.92856821755
13.0,77130883.69999996,-3172.279824123415,-102622.65469874506,272607.77854672767
13.0,77130883.74999996,-2554.0472812441303,-99081.99529332368,266241.70866419165
13.0,77130883.79999995,-7040.355483836629,-107345.52232883428,279832.06495168054
13.0,77130883.84999995,1315.7452505464398,-96457.38647202533,259693.57723822305
13.0,77130883.89999995,-11185.866588561365,-109459.93121069488,285057.8336944784
13.0,77130883.94999994,4273.0121178022955,-93395.15429615765,255015.03677949525
14.0,77130884.0,17249.761302721454,-102464.60283627277,267416.5988008219
14.0,77130884.05,-23301.922702789103,-100527.10503190951,272655.312597648
14.0,77130884.1,12118.009676732094,-102611.8465396495,268715.35324386077
14.0,77130884.14999999,-14998.347177271437,-100329.36302203621,270859.89639227005
14.0,77130884.19999999,2779.8326844060452,-102275.15783985189,270489.9306704112
14.0,77130884.24999999,-6103.352575282572,-100514.39991434169,269618.2220677453
14.0,77130884.29999998,-4526.661399002502,-101574.85598392013,271184.4224730717
14.0,77130884.34999998,-645.1003403102411,-100336.24921128651,269207.2538826496
14.0,77130884.39999998,-6838.727792943819,-99520.3300404757,269166.68268555583
14.0,77130884.44999997,-667.8685674868138,-102685.06151977828,271988.52754804876
14.0,77130884.49999997,-4526.292104159589,-100172.23382104866,268461.7233832848
14.0,77130884.54999997,-3679.1566290201763,-102590.68876187797,272516.9515096255
14.0,77130884.59999996,-2855.8433779602956,-99942.11228308377,267693.2053777481
14.0,77130884.64999996,-5127.968635911184,-101835.27703596117,271166.1892085291
14.0,77130884.69999996,-3892.4710686693825,-102814.34255672112,272407.91527601704
14.0,77130884.74999996,-3073.598669495246,-99073.76859639824,266112.557611225
14.0,77130884.79999995,-7434.474130752342,-106299.51703058122,279219.60683499847
14.0,77130884.84999995,1178.7161181021374,-95706.23300187953,259568.25525178236
14.0,77130884.89999995,-11242.757759579683,-109237.70988692562,285188.25289904885
14.0,77130884.94999994,4016.1307542199074,-93334.61937333294,254966.55459367
15.0,77130885.0,16924.511043471917,-102085.70763600653,267118.5767857419
15.0,77130885.05,-23679.678834337326,-100508.1950951526,272611.12152823
15.0,77130885.1,11826.575048390034,-102693.810369478,268821.1587346357
15.0,77130885.14999999,-15580.861450582624,-99555.31649514745,270791.85938819835
15.0,77130885.19999999,2264.61326231177,-101593.21392486809,270553.6619483548
15.0,77130885.24999999,-6307.3808631970805,-99901.7612768606,269270.1176624071
15.0,77130885.29999998,-4689.673396527737,-101028.5957024675,270905.5619328609
15.0,77130885.34999998,-418.047684008508,-100464.39155493317,269564.84380862204
15.0,77130885.39999998,-6579.184978871117,-99685.30515821114,269513.8912582246
15.0,77130885.44999997,-1232.3699361984598,-101918.31416059971,271381.59683812223
15.0,77130885.49999997,-5049.3684591727215,-99422.32865076001,267786.6247080651
15.0,77130885.54999997,-3730.284324774474,-102587.52614943152,272951.2718703662
15.0,77130885.59999996,-2866.987651117228,-99951.0972388001,268060.97556739446
15.0,77130885.64999996,-4715.090428524691,-102606.12892703101,271834.8012528602
15.0,77130885.69999996,-3464.55586092537,-103645.2572927825,273115.3849032065
15.0,77130885.74999996,-3094.3057365915524,-98956.90137868698,265791.10962660034
15.0,77130885.79999995,-7488.718435470724,-106328.96150010421,279112.3204391538
15.0,77130885.84999995,970.9689566998086,-95374.29162844433,259172.96669225857
15.0,77130885.89999995,-11529.402803208335,-109163.17570538778,285186.47747611883
15.0,77130885.94999994,3937.110674337291,-93040.25991535904,254993.99907810177
